Date,Open,High,Low,Close,Volume,Adj Close
2016-08-31,92.589996,93.040001,92.239998,92.900002,1089500,92.900002
2016-08-30,93.639999,93.989998,92.330002,92.489998,546100,92.489998
2016-08-29,92.910004,93.709999,92.910004,93.519997,848900,93.519997
2016-08-26,95.239998,95.639999,92.489998,92.589996,876900,92.589996
2016-08-25,94.93,95.379997,94.660004,95.160004,687700,95.160004
2016-08-24,94.43,94.970001,93.800003,94.93,738200,94.93
2016-08-23,95.199997,95.57,94.589996,94.610001,584300,94.610001
2016-08-22,94.900002,95.410004,94.639999,95.120003,445200,95.120003
2016-08-19,96.279999,96.540001,94.239998,94.699997,1443400,94.699997
2016-08-18,94.940002,96.68,94.940002,96.68,2067100,96.68
2016-08-17,93.230003,95.410004,92.68,95.07,1824200,95.07
2016-08-16,94.50,94.50,93.32,93.68,1349900,93.68
2016-08-15,96.379997,96.629997,94.720001,94.760002,716600,94.760002
2016-08-12,96.220001,96.970001,96.209999,96.379997,706700,96.379997
2016-08-11,95.639999,95.940002,95.269997,95.879997,702900,95.879997
2016-08-10,95.599998,95.790001,95.059998,95.57,583400,95.57
2016-08-09,95.18,95.769997,94.779999,95.300003,571900,95.300003
2016-08-08,95.239998,95.949997,94.610001,95.089996,761100,95.089996
2016-08-05,96.68,96.720001,94.910004,95.099998,1101600,95.099998
2016-08-04,96.669998,97.650002,96.529999,96.919998,587800,96.919998
2016-08-03,98.019997,98.220001,96.239998,96.669998,891600,96.669998
2016-08-02,98.18,98.440002,97.620003,98.139999,1403000,98.139999
2016-08-01,97.379997,98.260002,97.25,98.18,1687100,98.18
2016-07-29,97.019997,97.68,97.019997,97.519997,2480600,97.519997
2016-07-28,97.269997,97.68,96.949997,97.099998,1835400,97.099998
2016-07-27,98.029999,98.110001,96.57,97.230003,1282700,97.230003
2016-07-26,99.18,99.290001,97.879997,98.00,1255900,98.00
2016-07-25,99.120003,99.400002,98.529999,98.82,1223100,98.82
2016-07-22,98.290001,99.699997,98.18,99.410004,956500,99.410004
2016-07-21,97.25,98.480003,96.959999,98.360001,724300,98.360001
2016-07-20,98.00,98.290001,97.349998,97.529999,427700,97.529999
2016-07-19,98.059998,98.400002,97.589996,98.050003,562700,98.050003
2016-07-18,97.860001,98.400002,97.790001,97.980003,556400,97.980003
2016-07-15,97.260002,97.800003,97.099998,97.660004,1001300,97.660004
2016-07-14,97.489998,97.980003,96.870003,97.089996,1159300,97.089996
2016-07-13,98.18,98.470001,97.870003,98.099998,965100,98.099998
2016-07-12,98.150002,98.669998,97.32,97.68,712500,97.68
2016-07-11,98.75,99.019997,97.660004,98.959999,497400,98.959999
2016-07-08,97.889999,99.169998,97.019997,99.139999,841900,99.139999
2016-07-07,99.690002,100.019997,97.940002,98.190002,752400,98.190002
2016-07-06,100.139999,100.449997,99.339996,99.949997,1038500,99.949997
2016-07-05,99.379997,100.260002,99.269997,100.099998,1038700,100.099998
2016-07-01,99.639999,100.00,98.269997,99.279999,1142900,99.279999
2016-06-30,97.279999,99.129997,97.059998,99.120003,1432000,99.120003
2016-06-29,97.139999,97.57,96.739998,97.099998,813500,97.099998
2016-06-28,96.489998,96.900002,95.410004,96.790001,1277800,96.790001
2016-06-27,95.360001,96.949997,95.360001,96.489998,1479100,96.489998
2016-06-24,93.449997,96.529999,93.349998,95.580002,1862700,95.580002
2016-06-23,93.910004,94.080002,93.279999,94.059998,867200,94.059998
2016-06-22,94.269997,94.269997,93.580002,93.75,677400,93.75
2016-06-21,93.910004,94.610001,93.349998,94.029999,614100,94.029999
2016-06-20,94.290001,94.489998,93.089996,93.910004,817500,93.910004
2016-06-17,94.07,94.489998,93.330002,94.379997,1271300,94.379997
2016-06-16,92.779999,94.160004,92.779999,93.940002,919400,93.940002
2016-06-15,95.029999,95.029999,93.559998,94.00,835100,93.270001
2016-06-14,93.919998,95.029999,93.43,94.980003,1010700,94.242394
2016-06-13,94.00,94.370003,93.709999,93.830002,775200,93.101323
2016-06-10,93.989998,94.440002,93.529999,93.910004,669900,93.180703
2016-06-09,93.389999,94.230003,93.349998,94.050003,939500,93.319616
2016-06-08,92.709999,93.459999,92.370003,93.379997,606700,92.654813
2016-06-07,92.790001,93.260002,92.510002,92.699997,546600,91.980094
2016-06-06,92.830002,93.139999,92.139999,92.589996,633900,91.870947
2016-06-03,92.00,93.269997,91.940002,92.830002,641200,92.109089
2016-06-02,90.910004,91.110001,90.019997,91.110001,528800,90.402445
2016-06-01,90.599998,91.139999,90.419998,91.120003,698300,90.412369
2016-05-31,90.040001,90.769997,89.830002,90.68,1127800,89.975784
2016-05-27,89.809998,90.239998,89.440002,90.209999,564500,89.509433
2016-05-26,88.75,89.900002,88.43,89.720001,604300,89.02324
2016-05-25,89.00,89.099998,88.360001,88.690002,757100,88.00124
2016-05-24,88.099998,89.349998,88.00,89.220001,687800,88.527123
2016-05-23,88.699997,88.790001,87.690002,87.75,478000,87.068538
2016-05-20,88.970001,88.970001,88.120003,88.690002,773300,88.00124
2016-05-19,87.389999,88.68,86.809998,88.650002,629800,87.96155
