Date,Open,High,Low,Close,Volume,Adj Close
2016-08-31,102.480003,103.580002,102.25,103.309998,967800,103.309998
2016-08-30,102.830002,103.129997,101.470001,102.870003,530300,102.870003
2016-08-29,101.32,103.129997,101.260002,102.720001,647500,102.720001
2016-08-26,102.389999,102.800003,100.370003,101.010002,416000,101.010002
2016-08-25,102.209999,103.209999,101.839996,102.239998,304800,102.239998
2016-08-24,102.370003,102.370003,101.040001,102.139999,458600,102.139999
2016-08-23,102.699997,103.059998,102.150002,102.239998,369300,102.239998
2016-08-22,101.910004,102.43,101.290001,102.18,472800,102.18
2016-08-19,103.110001,103.68,101.309998,101.639999,737300,101.639999
2016-08-18,103.449997,103.75,102.919998,103.449997,422300,103.449997
2016-08-17,103.449997,103.839996,102.260002,103.410004,782400,103.410004
2016-08-16,104.529999,104.529999,103.059998,103.43,619500,103.43
2016-08-15,105.529999,105.839996,104.410004,104.660004,773900,104.660004
2016-08-12,105.050003,106.209999,104.529999,105.139999,450400,105.139999
2016-08-11,105.400002,105.400002,104.150002,104.970001,534100,104.970001
2016-08-10,105.949997,106.379997,104.879997,105.370003,446100,105.370003
2016-08-09,103.32,105.800003,100.230003,105.690002,328300,105.690002
2016-08-08,105.010002,106.160004,104.790001,105.620003,731100,105.620003
2016-08-05,104.129997,105.309998,103.949997,104.849998,671000,104.849998
2016-08-04,105.00,105.040001,104.32,104.75,832400,104.119997
2016-08-03,105.110001,105.910004,104.309998,105.00,1233100,104.368494
2016-08-02,105.529999,107.379997,104.150002,105.110001,1286700,104.477833
2016-08-01,107.120003,108.690002,106.660004,107.690002,1433100,107.042317
2016-07-29,105.489998,107.620003,105.400002,107.400002,992000,106.754061
2016-07-28,104.139999,106.07,104.059998,105.510002,762700,104.875428
2016-07-27,104.129997,104.459999,103.339996,104.25,735500,103.623004
2016-07-26,104.849998,104.910004,103.93,104.349998,629800,103.722401
2016-07-25,104.080002,104.830002,103.75,104.75,933200,104.119997
2016-07-22,101.82,104.480003,101.660004,103.830002,1131200,103.205532
2016-07-21,100.809998,101.959999,100.489998,101.919998,636400,101.307016
2016-07-20,101.400002,101.400002,100.720001,101.00,1091900,100.392551
2016-07-19,100.709999,101.480003,100.260002,101.449997,1166800,100.839841
2016-07-18,100.43,100.82,99.32,100.650002,1189200,100.044657
2016-07-15,100.669998,100.68,99.459999,100.300003,1279200,99.696764
2016-07-14,101.139999,101.489998,100.379997,100.540001,696000,99.935318
2016-07-13,101.480003,101.580002,100.720001,101.330002,732100,100.720568
2016-07-12,100.68,101.279999,99.989998,101.209999,955600,100.601287
2016-07-11,100.870003,101.099998,98.849998,100.830002,1259200,100.223575
2016-07-08,98.690002,100.650002,98.690002,100.459999,1308100,99.855798
