Date,Open,High,Low,Close,Volume,Adj Close
2016-08-31,140.089996,140.389999,139.199997,140.130005,1144900,140.130005
2016-08-30,140.690002,140.690002,138.929993,140.449997,556200,140.449997
2016-08-29,139.460007,140.899994,139.240005,140.460007,488200,140.460007
2016-08-26,140.850006,141.509995,138.070007,139.169998,577100,139.169998
2016-08-25,140.460007,142.169998,140.220001,140.490005,560400,140.490005
2016-08-24,141.619995,141.619995,140.179993,140.350006,473700,140.350006
2016-08-23,142.419998,142.649994,141.330002,141.350006,518100,141.350006
2016-08-22,141.470001,142.289993,140.990005,141.869995,468800,141.869995
2016-08-19,141.679993,141.970001,140.600006,141.350006,764800,141.350006
2016-08-18,142.949997,143.350006,141.759995,142.369995,639600,142.369995
2016-08-17,142.309998,142.929993,141.050003,142.880005,558200,142.880005
2016-08-16,142.899994,142.899994,141.699997,142.350006,429300,142.350006
2016-08-15,143.259995,143.899994,143.080002,143.610001,620700,143.610001
2016-08-12,142.470001,143.940002,142.470001,142.820007,317200,142.820007
2016-08-11,143.470001,143.610001,141.449997,142.350006,455000,142.350006
2016-08-10,143.619995,144.020004,142.809998,143.389999,610200,143.389999
2016-08-09,142.179993,143.470001,142.050003,143.399994,516300,143.399994
2016-08-08,142.00,142.970001,141.369995,142.800003,640800,142.800003
2016-08-05,141.210007,142.419998,140.889999,142.110001,835400,142.110001
2016-08-04,140.690002,141.119995,139.509995,140.869995,585800,140.869995
2016-08-03,140.559998,141.089996,139.559998,140.410004,623900,140.410004
2016-08-02,139.339996,142.929993,139.339996,140.639999,680600,140.639999
2016-08-01,142.130005,142.850006,141.809998,142.470001,619500,142.470001
2016-07-29,139.169998,142.630005,139.169998,142.130005,834000,142.130005
2016-07-28,138.740005,140.509995,138.559998,139.440002,624800,139.440002
2016-07-27,138.860001,139.320007,137.369995,138.649994,747200,138.649994
2016-07-26,139.470001,139.470001,137.509995,138.850006,559200,138.850006
2016-07-25,138.839996,139.110001,138.00,139.070007,429600,139.070007
2016-07-22,137.520004,139.369995,136.889999,138.919998,503900,138.919998
2016-07-21,136.679993,137.589996,136.350006,137.559998,356600,137.559998
2016-07-20,137.440002,137.440002,136.619995,137.149994,486200,137.149994
2016-07-19,136.520004,137.610001,136.009995,137.449997,618100,137.449997
2016-07-18,136.309998,136.610001,135.100006,136.529999,484000,136.529999
2016-07-15,136.039993,136.220001,134.710007,136.050003,571600,136.050003
2016-07-14,136.529999,137.130005,135.630005,135.860001,439600,135.860001
2016-07-13,136.529999,136.649994,135.550003,136.610001,544400,136.610001
2016-07-12,134.440002,136.130005,133.820007,135.970001,894500,135.970001
2016-07-11,134.00,134.809998,132.75,134.529999,460200,134.529999
2016-07-08,130.970001,133.610001,130.660004,133.320007,658000,133.320007
2016-07-07,131.289993,131.289993,129.490005,130.029999,803400,130.029999
2016-07-06,133.059998,133.470001,131.399994,131.479996,968700,131.479996
2016-07-05,131.910004,133.619995,131.779999,133.470001,883300,133.470001
2016-07-01,132.089996,133.039993,131.809998,132.029999,462000,132.029999
2016-06-30,131.630005,131.990005,130.199997,131.899994,818500,131.899994
2016-06-29,129.690002,131.50,129.690002,131.50,969400,131.50
2016-06-28,126.769997,128.960007,126.510002,128.929993,986000,128.929993
2016-06-27,127.139999,127.449997,125.160004,126.50,1168600,125.85
2016-06-24,126.940002,129.350006,126.089996,128.029999,2652300,127.372137
2016-06-23,129.160004,130.009995,128.919998,129.979996,489300,129.312115
2016-06-22,128.009995,129.490005,127.650002,128.169998,795000,127.511417
2016-06-21,127.580002,128.429993,127.120003,127.589996,537500,126.934396
2016-06-20,127.660004,128.820007,126.730003,126.849998,913100,126.1982
2016-06-17,126.239998,127.059998,125.410004,126.690002,910000,126.039026
2016-06-16,126.169998,126.75,125.43,126.559998,839700,125.90969
2016-06-15,126.339996,127.82,125.889999,126.690002,731400,126.039026
2016-06-14,126.980003,127.559998,125.529999,126.220001,747300,125.57144
2016-06-13,128.509995,129.600006,126.849998,127.120003,997200,126.466817
2016-06-10,128.210007,129.100006,127.580002,128.229996,638600,127.571107
2016-06-09,127.050003,129.259995,127.050003,128.979996,457200,128.317253
2016-06-08,127.779999,128.279999,127.620003,128.070007,480900,127.41194
2016-06-07,127.269997,128.410004,127.269997,127.889999,378000,127.232857
2016-06-06,127.669998,128.00,126.18,127.059998,761900,126.40712
2016-06-03,127.93,128.660004,126.879997,127.779999,737000,127.123422
2016-06-02,126.760002,127.410004,125.839996,127.260002,624700,126.606097
2016-06-01,125.199997,127.190002,124.910004,127.110001,732100,126.456867
2016-05-31,125.900002,126.660004,125.080002,125.629997,948500,124.984468
2016-05-27,125.059998,126.269997,124.660004,125.410004,573100,124.765605
2016-05-26,125.260002,125.370003,124.470001,124.800003,632300,124.158739
2016-05-25,126.129997,126.129997,124.260002,125.260002,863000,124.616374
2016-05-24,125.43,127.080002,124.779999,125.860001,767700,125.213289
2016-05-23,124.699997,125.00,123.75,124.440002,712400,123.800588
2016-05-20,124.709999,125.18,123.690002,124.389999,1094600,123.750842
2016-05-19,125.440002,126.169998,123.449997,123.709999,1193600,123.074335
2016-05-18,129.899994,130.720001,125.760002,127.25,1555400,126.596147
2016-05-17,130.369995,131.089996,129.539993,130.389999,922700,129.720012
2016-05-16,130.139999,131.020004,129.50,130.809998,462100,130.137852
2016-05-13,130.970001,130.970001,129.419998,130.059998,635100,129.391705
