Date,Open,High,Low,Close,Volume,Adj Close
2016-08-31,77.739998,78.599998,77.580002,78.379997,9758500,78.379997
2016-08-30,78.050003,78.389999,77.660004,77.919998,9174200,77.919998
2016-08-29,79.650002,79.699997,77.629997,78.169998,15383500,78.169998
2016-08-26,80.110001,80.330002,79.269997,79.769997,8928000,79.769997
2016-08-25,80.449997,81.00,79.300003,80.080002,9220100,80.080002
2016-08-24,81.470001,82.099998,80.18,80.50,9699600,80.50
2016-08-23,81.459999,81.639999,81.019997,81.470001,8279400,81.470001
2016-08-22,80.889999,81.529999,80.599998,80.919998,7522000,80.919998
2016-08-19,80.559998,81.18,80.230003,81.00,8227900,81.00
2016-08-18,80.870003,81.269997,80.18,80.589996,8994400,80.589996
2016-08-17,79.459999,80.870003,79.300003,80.699997,10583800,80.699997
2016-08-16,79.57,79.800003,79.239998,79.25,7969900,79.25
2016-08-15,79.879997,80.089996,79.43,79.650002,7464800,79.650002
2016-08-12,79.339996,79.769997,78.870003,79.660004,8434000,79.660004
2016-08-11,79.150002,79.980003,78.800003,79.57,8454700,79.57
2016-08-10,79.43,79.589996,78.449997,78.900002,12022200,78.900002
2016-08-09,79.860001,79.900002,79.010002,79.330002,9578200,79.330002
2016-08-08,80.459999,80.790001,79.010002,79.739998,9511600,79.739998
2016-08-05,80.199997,80.660004,79.860001,80.410004,10692300,80.410004
2016-08-04,80.209999,80.629997,79.550003,79.769997,9738300,79.769997
2016-08-03,79.720001,80.169998,79.110001,80.089996,10868100,80.089996
2016-08-02,80.980003,81.190002,79.449997,79.57,13408200,79.57
2016-08-01,79.809998,81.209999,79.510002,80.459999,14758000,80.459999
2016-07-29,80.599998,80.839996,79.370003,79.470001,19465700,79.470001
2016-07-28,81.949997,81.980003,80.620003,81.239998,13011000,81.239998
2016-07-27,81.339996,81.980003,81.059998,81.790001,14103800,81.790001
2016-07-26,84.050003,84.150002,80.510002,81.050003,47371900,81.050003
2016-07-25,86.57,88.849998,86.279999,88.550003,15718500,88.550003
2016-07-22,87.32,87.440002,86.32,86.550003,7374700,86.550003
2016-07-21,87.160004,87.830002,86.300003,87.239998,9453400,87.239998
2016-07-20,85.459999,87.120003,85.099998,86.660004,9055900,86.660004
2016-07-19,86.50,86.959999,85.279999,85.440002,9832800,85.440002
2016-07-18,86.940002,87.339996,86.470001,86.93,6788300,86.93
2016-07-15,85.669998,87.959999,85.540001,86.669998,11483300,86.669998
2016-07-14,86.43,86.510002,85.269997,85.540001,8104400,85.540001
2016-07-13,86.709999,87.080002,85.720001,85.75,8334400,85.75
2016-07-12,86.82,87.309998,86.480003,86.629997,7857700,86.629997
2016-07-11,86.559998,87.230003,86.089996,86.25,7453900,86.25
2016-07-08,85.959999,86.940002,85.730003,86.550003,7628800,86.550003
